,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,index,Date,coronaenquirycalls,cumulativepeopleinquarantine,negative,numcallsstatehelpline,numicubeds,numisolationbeds,numventilators,populationncp2019projection,positive,source1,state,tagpeopleinquarantine,tagtotaltested,testpositivityrate,testspermillion,testsperpositivecase,testsperthousand,totaln95masks,totalpeoplecurrentlyinquarantine,totalpeoplereleasedfromquarantine,totalppe,totaltested,unconfirmed,Active Cases
117,,,,,,,117,2020-05-26,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
118,,,,,,,118,2020-05-27,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
119,,,,,,,119,2020-05-28,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
120,,,,,,,120,2020-05-29,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
121,,,,,,,121,2020-05-30,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
122,,,,,,,122,2020-05-31,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
123,,,,,,,123,2020-06-01,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
124,,,,,,,124,2020-06-02,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
125,,,,,,,125,2020-06-03,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
126,,,,,,,126,2020-06-04,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
127,,,,,,,127,2020-06-05,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
