,Active Cases,Cured/Discharged/Migrated,Date,Death,Latitude,Longitude,Name of State / UT,Total Confirmed cases,coronaenquirycalls,cumulativepeopleinquarantine,index,negative,numcallsstatehelpline,numicubeds,numisolationbeds,numventilators,populationncp2019projection,positive,source1,state,tagpeopleinquarantine,tagtotaltested,testpositivityrate,testspermillion,testsperpositivecase,testsperthousand,totaln95masks,totalpeoplecurrentlyinquarantine,totalpeoplereleasedfromquarantine,totalppe,totaltested,unconfirmed
45,1506.0,40.0,2020-04-16,32.0,28.7041,77.1025,Delhi,1578.0,0.0,0.0,77,14692.0,0.0,0.0,0.0,0.0,19814000.0,1640.0,https://twitter.com/CMODelhi/status/1250830372830470145?s=20,Delhi,Institutional,Tested,8.73,948.0,11.0,0.95,0.0,3120.0,0.0,0.0,18784.0,2251.0
46,1551.0,51.0,2020-04-17,38.0,28.7041,77.1025,Delhi,1640.0,0.0,0.0,78,16899.0,0.0,0.0,0.0,0.0,19814000.0,1707.0,https://twitter.com/CMODelhi/status/1251190807106777089/photo/2,Delhi,Institutional,Tested,7.97,1080.0,13.0,1.08,0.0,3120.0,0.0,0.0,21409.0,2674.0
47,1593.0,72.0,2020-04-18,42.0,28.7041,77.1025,Delhi,1707.0,0.0,0.0,79,17449.0,0.0,0.0,0.0,0.0,19814000.0,1893.0,https://twitter.com/CMODelhi/status/1251559869494198282?s=19,Delhi,Institutional,Tested,8.5,1125.0,12.0,1.12,0.0,3120.0,0.0,0.0,22283.0,2799.0
48,1779.0,72.0,2020-04-19,42.0,28.7041,77.1025,Delhi,1893.0,0.0,0.0,80,19393.0,0.0,0.0,0.0,0.0,19814000.0,2003.0,https://twitter.com/CMODelhi/status/1251923081699811328?s=09,Delhi,Institutional,Tested,8.21,1231.0,12.0,1.23,0.0,3120.0,0.0,0.0,24387.0,2872.0
49,1886.0,72.0,2020-04-20,45.0,28.7041,77.1025,Delhi,2003.0,0.0,0.0,81,20712.0,0.0,0.0,0.0,0.0,19814000.0,2081.0,https://twitter.com/CMODelhi/status/1252276384166100994/photo/2,Delhi,Institutional,Tested,8.03,1307.0,12.0,1.31,0.0,3120.0,0.0,0.0,25900.0,2711.0
50,1603.0,431.0,2020-04-21,47.0,28.7041,77.1025,Delhi,2081.0,0.0,0.0,82,21810.0,0.0,0.0,0.0,0.0,19814000.0,2156.0,https://twitter.com/CMODelhi/status/1252608476578078721/photo/2,Delhi,Institutional,Tested,8.1,1344.0,12.0,1.34,0.0,3120.0,0.0,0.0,26627.0,2354.0
51,1498.0,611.0,2020-04-22,47.0,28.7041,77.1025,Delhi,2156.0,0.0,0.0,83,22713.0,0.0,0.0,0.0,0.0,19814000.0,2248.0,https://twitter.com/CMODelhi/status/1252978551088984066/photo/2,Delhi,Institutional,Tested,7.94,1429.0,13.0,1.43,0.0,3120.0,0.0,0.0,28309.0,3018.0
52,1476.0,724.0,2020-04-23,48.0,28.7041,77.1025,Delhi,2248.0,0.0,0.0,84,24538.0,0.0,0.0,0.0,0.0,19814000.0,2375.0,https://twitter.com/CMODelhi/status/1253345233498226689?s=19,Delhi,Institutional,Tested,7.77,1542.0,13.0,1.54,0.0,3120.0,0.0,0.0,30560.0,3068.0
53,1518.0,808.0,2020-04-24,50.0,28.7041,77.1025,Delhi,2376.0,0.0,0.0,85,26552.0,0.0,0.0,0.0,0.0,19814000.0,2514.0,https://twitter.com/CMODelhi/status/1253715491987664897/photo/2,Delhi,Institutional,Tested,7.47,1699.0,13.0,1.7,0.0,3120.0,0.0,0.0,33672.0,4128.0
54,1604.0,857.0,2020-04-25,53.0,28.7041,77.1025,Delhi,2514.0,0.0,0.0,86,28693.0,0.0,0.0,0.0,0.0,19814000.0,2625.0,https://twitter.com/CMODelhi/status/1254081976631545856?s=20,Delhi,Institutional,Tested,7.39,1793.0,14.0,1.79,0.0,3120.0,0.0,0.0,35519.0,3709.0
55,1702.0,869.0,2020-04-26,54.0,28.7041,77.1025,Delhi,2625.0,0.0,0.0,87,31919.0,0.0,0.0,0.0,0.0,19814000.0,2918.0,https://twitter.com/CMODelhi/status/1254453744063754240?s=09,Delhi,Institutional,Tested,7.76,1898.0,13.0,1.9,0.0,3120.0,0.0,0.0,37613.0,2533.0
56,1987.0,877.0,2020-04-27,54.0,28.7041,77.1025,Delhi,2918.0,0.0,0.0,88,34145.0,0.0,0.0,0.0,0.0,19814000.0,3108.0,https://twitter.com/CMODelhi/status/1254813927067668480/photo/2,Delhi,Institutional,Tested,7.79,2014.0,13.0,2.01,0.0,3120.0,0.0,0.0,39911.0,2401.0
57,2177.0,877.0,2020-04-28,54.0,28.7041,77.1025,Delhi,3108.0,0.0,0.0,89,36195.0,0.0,0.0,0.0,0.0,19814000.0,3314.0,https://twitter.com/CMODelhi/status/1255176666017492995/photo/2,Delhi,Institutional,Tested,7.64,2189.0,13.0,2.19,0.0,3120.0,0.0,0.0,43370.0,3295.0
58,2182.0,1078.0,2020-04-29,54.0,28.7041,77.1025,Delhi,3314.0,0.0,0.0,90,39920.0,0.0,0.0,0.0,0.0,19814000.0,3439.0,https://twitter.com/CMODelhi/status/1255550560348049411,Delhi,Institutional,Tested,7.28,2383.0,14.0,2.38,0.0,3120.0,0.0,0.0,47225.0,3295.0
59,2291.0,1092.0,2020-04-30,56.0,28.7041,77.1025,Delhi,3439.0,0.0,0.0,91,39920.0,0.0,0.0,0.0,0.0,19814000.0,3439.0,https://twitter.com/CMODelhi/status/1255550560348049411,Delhi,Institutional,Tested,7.28,2383.0,14.0,2.38,0.0,3120.0,0.0,0.0,47225.0,3295.0
60,2362.0,1094.0,2020-05-01,59.0,28.7041,77.1025,Delhi,3515.0,0.0,0.0,92,39920.0,0.0,0.0,0.0,0.0,19814000.0,3439.0,https://twitter.com/CMODelhi/status/1255550560348049411,Delhi,Institutional,Tested,7.28,2383.0,14.0,2.38,0.0,3120.0,0.0,0.0,47225.0,3295.0
61,2510.0,1167.0,2020-05-02,61.0,28.7041,77.1025,Delhi,3738.0,0.0,0.0,93,39920.0,0.0,0.0,0.0,0.0,19814000.0,4122.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi20Health20Bulletin_COVID-1920-2002.05.2020.pdf,Delhi,Institutional,Tested,7.08,2938.0,14.0,2.94,0.0,3120.0,0.0,0.0,58210.0,3295.0
62,2802.0,1256.0,2020-05-03,64.0,28.7041,77.1025,Delhi,4122.0,0.0,0.0,94,39920.0,0.0,0.0,0.0,0.0,19814000.0,4549.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi20Health20Bulletin_COVID-1920-2003.05.2020.pdf,Delhi,Institutional,Tested,7.55,3041.0,13.0,3.04,0.0,3120.0,0.0,0.0,60246.0,3295.0
63,3123.0,1362.0,2020-05-04,64.0,28.7041,77.1025,Delhi,4549.0,0.0,0.0,95,39920.0,0.0,0.0,0.0,0.0,19814000.0,4898.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi20Health20Bulletin_COVID-1920-2004.05.2020.pdf,Delhi,Institutional,Tested,7.64,3235.0,13.0,3.24,0.0,3120.0,0.0,0.0,64108.0,3295.0
64,3403.0,1431.0,2020-05-05,64.0,28.7041,77.1025,Delhi,4898.0,0.0,0.0,96,39920.0,0.0,0.0,0.0,0.0,19814000.0,5104.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi20Health20Bulletin_COVID-1920-2005.05.2020.pdf,Delhi,Institutional,Tested,7.52,3424.0,13.0,3.42,0.0,3120.0,0.0,0.0,67852.0,3295.0
65,3572.0,1468.0,2020-05-06,64.0,28.7041,77.1025,Delhi,5104.0,0.0,0.0,97,39920.0,0.0,0.0,0.0,0.0,19814000.0,5532.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi20Health20Bulletin_COVID-1920-2006.05.2020.pdf,Delhi,Institutional,Tested,7.69,3630.0,13.0,3.63,0.0,3120.0,0.0,0.0,71934.0,3295.0
66,3925.0,1542.0,2020-05-07,65.0,28.7041,77.1025,Delhi,5532.0,0.0,0.0,98,39920.0,0.0,0.0,0.0,0.0,19814000.0,5980.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi20Health20Bulletin_COVID-1920-2007.05.2020.pdf,Delhi,Institutional,Tested,7.74,3898.0,13.0,3.9,0.0,3120.0,0.0,0.0,77234.0,3295.0
67,3983.0,1931.0,2020-05-08,66.0,28.7041,77.1025,Delhi,5980.0,0.0,0.0,99,39920.0,0.0,0.0,0.0,0.0,19814000.0,6318.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-08.05.2020.pdf,Delhi,Institutional,Tested,7.76,4107.0,13.0,4.11,0.0,3120.0,0.0,0.0,81367.0,3295.0
68,4230.0,2020.0,2020-05-09,68.0,28.7041,77.1025,Delhi,6318.0,0.0,0.0,100,39920.0,0.0,0.0,0.0,0.0,19814000.0,6542.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-09.05.2020.pdf,Delhi,Institutional,Tested,7.77,4251.0,13.0,4.25,0.0,3120.0,0.0,0.0,84226.0,3295.0
69,4449.0,2020.0,2020-05-10,73.0,28.7041,77.1025,Delhi,6542.0,0.0,0.0,101,39920.0,0.0,0.0,0.0,0.0,19814000.0,6923.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-10.05.2020.pdf,Delhi,Institutional,Tested,7.38,4735.0,14.0,4.73,0.0,3120.0,0.0,0.0,93810.0,3295.0
70,4781.0,2069.0,2020-05-11,73.0,28.7041,77.1025,Delhi,6923.0,0.0,0.0,102,39920.0,0.0,0.0,0.0,0.0,19814000.0,7233.0,https://delhifightscorona.in/wp-content/uploads/2020/05/Delhi-Health-Bulletin_COVID-19-11.05.2020.pdf,Delhi,Institutional,Tested,7.4,4930.0,14.0,4.93,0.0,3120.0,0.0,0.0,97678.0,3295.0
71,5031.0,2129.0,2020-05-12,73.0,28.7041,77.1025,Delhi,7233.0,0.0,0.0,103,39920.0,0.0,0.0,0.0,0.0,19814000.0,7639.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-12-1.pdf,Delhi,Institutional,Tested,7.2,5355.0,14.0,5.36,0.0,3120.0,0.0,0.0,106109.0,3295.0
72,5041.0,2512.0,2020-05-13,86.0,28.7041,77.1025,Delhi,7639.0,0.0,0.0,104,39920.0,0.0,0.0,0.0,0.0,19814000.0,7998.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-13.pdf,Delhi,Institutional,Tested,7.06,5720.0,14.0,5.72,0.0,3120.0,0.0,0.0,113345.0,3295.0
73,5034.0,2858.0,2020-05-14,106.0,28.7041,77.1025,Delhi,7998.0,0.0,0.0,105,39920.0,0.0,0.0,0.0,0.0,19814000.0,8470.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-14.pdf,Delhi,Institutional,Tested,7.07,6043.0,14.0,6.04,0.0,3120.0,0.0,0.0,119736.0,3295.0
74,5310.0,3045.0,2020-05-15,115.0,28.7041,77.1025,Delhi,8470.0,0.0,0.0,106,39920.0,0.0,0.0,0.0,0.0,19814000.0,8895.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-15.pdf,Delhi,Institutional,Tested,7.11,6318.0,14.0,6.32,0.0,3120.0,0.0,0.0,125189.0,3295.0
75,5254.0,3518.0,2020-05-16,123.0,28.7041,77.1025,Delhi,8895.0,0.0,0.0,107,39920.0,0.0,0.0,0.0,0.0,19814000.0,9333.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-16.pdf,Delhi,Institutional,Tested,7.13,6604.0,14.0,6.6,0.0,3120.0,0.0,0.0,130845.0,3295.0
76,5278.0,3926.0,2020-05-17,129.0,28.7041,77.1025,Delhi,9333.0,0.0,0.0,108,39920.0,0.0,0.0,0.0,0.0,19814000.0,9755.0,https://t.me/indiacovid/4931?single,Delhi,Institutional,Tested,7.18,6853.0,14.0,6.85,0.0,3120.0,0.0,0.0,135791.0,3295.0
77,5409.0,4485.0,2020-05-18,160.0,28.7041,77.1025,Delhi,10054.0,0.0,0.0,109,39920.0,0.0,0.0,0.0,0.0,19814000.0,10054.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-18.pdf,Delhi,Institutional,Tested,7.2,7052.0,14.0,7.05,0.0,3120.0,0.0,0.0,139727.0,3295.0
78,5401.0,4485.0,2020-05-19,168.0,28.7041,77.1025,Delhi,10054.0,0.0,0.0,110,39920.0,0.0,0.0,0.0,0.0,19814000.0,10554.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-19.pdf,Delhi,Institutional,Tested,7.24,7361.0,14.0,7.36,0.0,3120.0,0.0,0.0,145854.0,3295.0
79,5636.0,4750.0,2020-05-20,168.0,28.7041,77.1025,Delhi,10554.0,0.0,0.0,111,39920.0,0.0,0.0,0.0,0.0,19814000.0,11088.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-20.pdf,Delhi,Institutional,Tested,7.38,7585.0,14.0,7.58,0.0,3120.0,0.0,0.0,150282.0,3295.0
80,5720.0,5192.0,2020-05-21,176.0,28.7041,77.1025,Delhi,11088.0,0.0,0.0,112,39920.0,0.0,0.0,0.0,0.0,19814000.0,11659.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-21.pdf,Delhi,Institutional,Tested,7.55,7792.0,13.0,7.79,0.0,3120.0,0.0,0.0,154385.0,3295.0
81,5898.0,5567.0,2020-05-22,194.0,28.7041,77.1025,Delhi,11659.0,0.0,0.0,113,39920.0,0.0,0.0,0.0,0.0,19814000.0,12319.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-22.pdf,Delhi,Institutional,Tested,7.69,8088.0,13.0,8.09,0.0,3120.0,0.0,0.0,160255.0,3295.0
82,6214.0,5897.0,2020-05-23,208.0,28.7041,77.1025,Delhi,12319.0,0.0,0.0,114,39920.0,0.0,0.0,0.0,0.0,19814000.0,12910.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-23.pdf,Delhi,Institutional,Tested,7.82,8330.0,13.0,8.33,0.0,3120.0,0.0,0.0,165047.0,3295.0
83,6412.0,6267.0,2020-05-24,231.0,28.7041,77.1025,Delhi,12910.0,0.0,0.0,115,39920.0,0.0,0.0,0.0,0.0,19814000.0,13418.0,https://t.me/indiacovid/5444,Delhi,Institutional,Tested,7.9,8573.0,13.0,8.57,0.0,3120.0,0.0,0.0,169873.0,3295.0
84,6617.0,6540.0,2020-05-25,261.0,28.7041,77.1025,Delhi,13418.0,0.0,0.0,116,39920.0,0.0,0.0,0.0,0.0,19814000.0,14053.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-25.pdf,Delhi,Institutional,Tested,8.05,8805.0,12.0,8.81,0.0,3120.0,0.0,0.0,174469.0,3295.0
85,7006.0,6771.0,2020-05-26,276.0,28.7041,77.1025,Delhi,14053.0,0.0,0.0,117,39920.0,0.0,0.0,0.0,0.0,19814000.0,14465.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-26.pdf,Delhi,Institutional,Tested,8.1,9013.0,12.0,9.01,0.0,3120.0,0.0,0.0,178579.0,3295.0
86,6954.0,7223.0,2020-05-27,288.0,28.7041,77.1025,Delhi,14465.0,0.0,0.0,118,39920.0,0.0,0.0,0.0,0.0,19814000.0,15257.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-27.pdf,Delhi,Hospital,Tested,8.28,9305.0,12.0,9.3,0.0,3120.0,0.0,0.0,184362.0,3295.0
87,7690.0,7264.0,2020-05-28,303.0,28.7041,77.1025,Delhi,15257.0,0.0,0.0,119,39920.0,0.0,0.0,0.0,0.0,19814000.0,16281.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-28.pdf,Delhi,Hospital,Tested,8.48,9689.0,12.0,9.69,0.0,3120.0,0.0,0.0,191977.0,3295.0
88,8470.0,7495.0,2020-05-29,316.0,28.7041,77.1025,Delhi,16281.0,0.0,0.0,120,39920.0,0.0,0.0,0.0,0.0,19814000.0,17386.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-29.pdf,Delhi,Hospital,Tested,8.71,10075.0,11.0,10.07,0.0,3120.0,0.0,0.0,199626.0,3295.0
89,9142.0,7846.0,2020-05-30,398.0,28.7041,77.1025,Delhi,17386.0,0.0,0.0,121,39920.0,0.0,0.0,0.0,0.0,19814000.0,18549.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-30.pdf,Delhi,Hospital,Tested,8.97,10434.0,11.0,10.43,0.0,3120.0,0.0,0.0,206739.0,3295.0
90,10058.0,8075.0,2020-05-31,416.0,28.7041,77.1025,Delhi,18549.0,0.0,0.0,122,39920.0,0.0,0.0,0.0,0.0,19814000.0,19844.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-31.pdf,Delhi,Hospital,Tested,9.33,10739.0,11.0,10.74,0.0,3120.0,0.0,0.0,212784.0,3295.0
91,10893.0,8478.0,2020-06-01,473.0,28.7041,77.1025,Delhi,19844.0,0.0,0.0,123,39920.0,0.0,0.0,0.0,0.0,19814000.0,20834.0,https://delhifightscorona.in/wp-content/uploads/2020/05/05-31.pdf,Delhi,Hospital,Tested,9.58,10979.0,10.0,10.98,0.0,3120.0,0.0,0.0,217537.0,3295.0
92,11565.0,8746.0,2020-06-02,523.0,28.7041,77.1025,Delhi,20834.0,0.0,0.0,124,39920.0,0.0,0.0,0.0,0.0,19814000.0,22132.0,https://t.me/indiacovid/6188,Delhi,Hospital,Tested,9.58,10979.0,10.0,10.98,0.0,3120.0,0.0,0.0,223607.0,3295.0
93,12333.0,9243.0,2020-06-03,556.0,28.7041,77.1025,Delhi,22132.0,0.0,0.0,125,39920.0,1568.0,0.0,0.0,408.0,19814000.0,23645.0,https://delhifightscorona.in/wp-content/uploads/2020/06/06-03.pdf,Delhi,Hospital,Tested,9.58,10979.0,10.0,10.98,0.0,3120.0,0.0,0.0,230145.0,3295.0
94,13497.0,9542.0,2020-06-04,606.0,28.7041,77.1025,Delhi,23645.0,0.0,0.0,126,39920.0,1568.0,0.0,0.0,408.0,19814000.0,23645.0,https://delhifightscorona.in/wp-content/uploads/2020/06/06-03.pdf,Delhi,Hospital,Tested,9.58,10979.0,10.0,10.98,0.0,3120.0,0.0,0.0,230145.0,3295.0
95,14456.0,9898.0,2020-06-05,650.0,28.7041,77.1025,Delhi,25004.0,0.0,0.0,127,39920.0,1568.0,0.0,0.0,408.0,19814000.0,23645.0,https://delhifightscorona.in/wp-content/uploads/2020/06/06-03.pdf,Delhi,Hospital,Tested,9.58,10979.0,10.0,10.98,0.0,3120.0,0.0,0.0,230145.0,3295.0
72,,,2020-01-30,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,,,2020-01-31,,,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,,,2020-02-01,,,,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,,,2020-02-02,,,,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,,,2020-02-03,,,,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,,,2020-02-04,,,,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,,,2020-02-05,,,,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,,,2020-02-06,,,,,,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,,,2020-02-07,,,,,,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,,,2020-02-08,,,,,,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,,,2020-02-09,,,,,,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,,,2020-02-10,,,,,,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,,,2020-02-11,,,,,,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,,,2020-02-12,,,,,,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,,,2020-02-13,,,,,,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,,,2020-02-14,,,,,,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,,,2020-02-15,,,,,,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,,,2020-02-16,,,,,,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,,,2020-02-17,,,,,,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,,,2020-02-18,,,,,,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,,,2020-02-19,,,,,,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,,,2020-02-20,,,,,,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,,,2020-02-21,,,,,,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,,,2020-02-22,,,,,,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,,,2020-02-23,,,,,,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,2020-02-24,,,,,,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,,2020-02-25,,,,,,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,,2020-02-26,,,,,,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,,,2020-02-27,,,,,,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,,,2020-02-28,,,,,,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,,,2020-02-29,,,,,,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,,,2020-03-01,,,,,,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,,2020-03-02,,,,,,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,,,2020-03-03,,,,,,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,,,2020-03-04,,,,,,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,,,2020-03-05,,,,,,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,,,2020-03-06,,,,,,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,,,2020-03-07,,,,,,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,,,2020-03-08,,,,,,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,,,2020-03-09,,,,,,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,,,2020-03-10,,,,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,,,2020-03-11,,,,,,0.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,,,2020-03-12,,,,,,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,,,2020-03-13,,,,,,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Goa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
